id,a1,a2,a3,n1,n2,n3,e1,e2,e3,f1,f2,f3,h1,h2,h3,origination,classes,contribution,csat,intent,treatment
3BSWHZGI,3,3,3,2,2,4,5,5,5,4,3,2,7,7,6,2023,11,106.32,4,4,Ad
0ZSQ6IYM,5,4,4,4,3,4,5,4,4,6,6,5,7,6,6,2023,11,106,3,4,Subscription
R09UR6VC,6,6,4,1,1,1,5,4,5,7,7,7,7,7,6,2013,410,3654.35,2,5,Control
KLBHSP3B,3,4,4,4,4,6,3,4,3,6,7,7,5,6,5,2020,123,1318.88,1,4,Ad
U9TBQZC5,5,5,4,3,3,5,5,6,4,5,5,4,3,4,4,2018,200,2304.44,3,5,Subscription
6IML8IUD,4,5,5,1,1,1,1,1,1,1,1,2,4,3,4,2022,22,193.3,5,2,Control
CPZV5E5X,4,4,4,4,4,4,6,5,5,5,5,4,6,6,6,2021,94,1034.9,3,5,New Product
NQ23S5FS,7,7,6,6,5,6,4,4,4,4,2,2,4,3,3,2021,48,389.99,6,4,Subscription
QF01U0MU,7,7,6,3,4,2,6,6,6,6,5,5,7,7,7,2014,351,3567.21,4,5,Subscription
DOINDWC5,6,5,6,3,4,3,2,2,2,1,1,1,4,4,4,2022,24,213.21,6,4,Subscription
E3BR53MA,6,5,5,3,3,3,2,3,2,2,2,3,1,1,1,2021,28,263.38,5,4,Subscription
KTKE2L3P,6,6,5,5,4,4,2,3,3,1,1,1,2,2,2,2022,27,236.66,6,3,New Product
LM6JGYWZ,3,4,4,2,3,3,3,3,3,5,4,3,6,5,5,2018,205,2380.04,3,4,New Product
AASSLCIV,5,6,7,5,3,4,5,6,5,4,4,5,7,7,7,2018,165,1629.5,4,4,Control
QR4M4ETC,4,3,4,1,1,1,2,2,1,1,1,1,1,2,2,2022,29,268.37,5,2,Subscription
H29XMWCT,4,7,5,1,1,1,6,7,7,6,5,5,6,6,7,2014,495,5110.76,3,5,Ad
7TYDW811,6,6,5,6,4,6,4,5,4,5,6,5,6,6,5,2023,19,192.03,3,5,Subscription
3QLI519H,5,7,6,1,1,1,7,6,6,6,6,5,6,5,6,2013,530,5451.79,3,5,Subscription
J036TJWD,5,7,5,1,1,1,5,6,5,6,4,6,5,6,6,2016,357,3417.57,3,4,Control
FBK1VE73,4,5,4,5,4,5,4,5,5,5,4,4,7,6,7,2022,36,436.31,4,6,Subscription
KQ1OBG7U,4,5,6,2,1,2,1,1,1,1,1,1,1,1,1,2021,52,490.84,6,3,Subscription
2EO45BL2,4,3,4,2,3,3,3,3,3,6,6,6,6,6,5,2021,68,719.72,2,5,Control
Z6IJD7FN,6,5,6,3,3,2,1,1,1,1,1,1,2,1,1,2021,44,393.35,6,4,New Product
5YHDZWZK,6,6,6,4,3,3,2,1,1,1,1,2,1,1,1,2022,34,317.88,6,4,Subscription
NNBX2S1Y,5,4,6,4,4,5,2,3,2,2,2,2,3,4,3,2021,66,633.55,5,4,Control
F0Y0J8IL,5,5,6,3,4,3,4,4,4,6,6,4,6,5,5,2023,31,342.5,3,4,New Product
7F0N4H3Q,5,5,6,3,4,4,3,4,3,4,3,4,6,6,5,2022,37,436.88,4,4,Subscription
Z2CB33IF,4,3,4,4,4,6,4,4,3,5,6,5,7,7,7,2010,507,5924.15,2,5,New Product
LMJWSQSU,5,5,4,4,4,5,4,5,4,4,5,4,7,7,7,2022,34,373.62,4,4,Ad
BHKH0IBX,6,7,6,2,3,1,6,7,6,6,5,5,4,5,4,2016,308,3041.82,4,5,Ad
B1RGXDAM,4,3,5,3,2,3,6,5,7,6,5,4,7,7,7,2020,108,1197.94,3,3,Ad
Q8J2FIHM,4,5,4,4,3,3,2,3,3,5,5,5,6,6,6,2020,114,1146.02,3,3,Subscription
02YO2CZA,4,7,5,5,3,4,5,4,5,6,7,6,7,6,7,2018,205,2069.07,3,5,Subscription
JQ9MUIPC,7,7,7,5,4,4,1,2,1,1,1,1,3,2,2,2021,64,566.21,7,3,Control
AXLD2LQX,7,6,6,5,5,5,1,1,1,1,1,1,2,3,1,2021,64,581.41,6,3,Subscription
UY8RAJE9,4,7,5,1,1,1,5,5,6,4,4,5,5,6,4,2016,413,3715.7,4,4,Control
PNFWDPAC,4,4,3,3,4,4,5,5,5,4,3,2,5,4,4,2021,86,894.07,4,4,Control
HYVPPEIX,5,6,5,1,1,1,5,5,4,6,6,6,4,6,5,2013,330,3320.85,3,4,Subscription
193NCPUJ,5,5,5,4,4,4,1,2,1,2,2,3,2,3,2,2022,21,185.2,5,4,Control
IMK5SH97,6,5,6,4,4,2,1,1,2,1,1,1,1,1,1,2021,58,523.05,6,4,Subscription
MY512HLQ,7,6,5,1,1,1,5,6,6,7,7,7,6,7,7,2013,530,4462.02,2,3,Subscription
ID1SURGD,7,6,7,6,6,6,3,4,4,1,1,3,4,4,4,2021,60,524.81,6,4,Ad
GV9FMLXG,7,6,6,5,5,6,3,4,2,3,3,2,3,3,3,2021,46,421.26,5,4,Control
OKTRRR4B,4,5,7,3,3,4,3,4,3,4,5,2,5,6,4,2017,192,2015.57,4,4,Control
INBRA8RF,6,5,6,4,2,3,4,5,3,1,2,1,2,2,2,2022,21,204.49,6,3,Subscription
9VIRM5NF,3,4,3,3,3,4,5,4,4,5,5,4,7,7,7,2018,145,1532.43,3,4,Ad
CSSP88QA,4,4,5,3,2,3,4,4,3,5,4,5,6,6,7,2015,272,3153.12,3,3,Control
1B4C21IK,5,7,6,2,1,1,6,6,7,7,7,7,7,6,7,2013,490,5190.7,2,4,New Product
Z69UXLU5,5,7,5,2,1,1,7,7,7,7,7,6,6,6,6,2014,216,2329.87,3,4,Ad
7WJBKU48,3,4,4,2,2,3,3,3,4,4,4,5,7,7,6,2020,87,991.26,3,4,Ad
2PFTXT0P,5,5,6,3,4,3,1,1,2,1,1,1,1,1,1,2021,64,591.83,6,3,Subscription
3FK5X0A6,3,4,4,4,4,4,3,3,3,3,3,2,7,6,5,2022,38,393.12,4,4,New Product
XFELX1EQ,4,2,3,4,3,3,1,1,1,1,1,1,2,2,1,2022,22,154.84,5,3,Ad
R4U99ILF,6,7,7,1,1,1,7,6,7,5,4,4,7,7,7,2014,351,3528.01,5,4,Ad
R1HS2FYX,5,5,5,5,4,5,6,4,5,6,7,5,6,6,6,2022,44,506.6,3,5,Subscription
SEMBBFW5,6,5,5,3,3,3,1,1,1,4,3,3,2,1,1,2022,33,286.29,4,5,Subscription
LK9W777R,7,7,6,4,3,1,7,7,7,5,6,4,6,6,5,2013,520,5401.03,4,6,Control
Q4ISI4HZ,6,7,6,2,2,1,7,7,7,7,7,6,7,7,7,2015,464,3981.07,3,5,Control
XRWED9UB,7,5,7,3,2,2,2,3,2,2,2,3,3,4,4,2022,34,301.55,6,3,Ad
LIEVD3AS,6,5,4,3,4,4,3,2,3,5,4,4,4,4,4,2020,108,1219.68,3,4,Ad
Y30NTGKS,7,7,7,3,2,1,7,7,7,5,5,4,7,7,7,2013,440,4645.38,5,5,New Product
T10RHEU4,7,7,6,1,1,1,7,7,7,7,7,7,7,7,7,2015,224,2212.55,3,5,New Product
PB34YCPF,3,3,4,3,2,3,3,3,4,4,4,3,6,5,6,2017,234,2746.81,3,4,New Product
QWMQVQ4L,3,4,4,3,4,4,3,4,4,4,4,4,7,7,7,2022,46,513.61,4,4,Ad
4KUBU82X,7,7,7,4,6,6,2,2,3,1,1,1,1,1,1,2021,60,467.19,7,4,Subscription
IGW91ROA,7,6,7,4,5,5,3,4,3,3,1,1,1,2,2,2021,50,390.36,6,3,New Product
S7FD45U2,6,7,6,2,2,1,4,5,5,6,6,5,5,4,7,2015,424,4300.81,3,4,Subscription
B17NYXUY,5,6,7,3,2,1,4,3,4,1,1,2,4,3,4,2021,62,590.98,6,4,Control
G3I7441M,5,4,4,5,4,5,5,4,4,6,6,4,6,5,5,2020,93,1068.55,3,4,Ad
FY2HEJMA,7,5,7,4,4,4,3,3,3,1,1,1,5,5,4,2022,29,263.72,7,3,Control
N8GJPV0O,5,6,6,4,4,6,3,3,4,5,6,5,6,5,5,2014,360,3677.73,3,6,New Product
3G8G6V83,5,4,6,4,3,4,5,5,5,7,6,7,7,7,6,2019,140,1680.33,2,4,Ad
O03UDHOX,6,5,5,2,2,1,2,3,2,2,1,2,3,3,4,2022,28,251.72,6,2,Subscription
GXFMTM15,5,7,5,1,1,1,7,7,7,6,5,4,7,7,6,2016,308,2803.76,4,5,Ad
QTQGRTBO,5,7,5,3,3,5,5,5,5,7,7,7,7,7,7,2015,336,3551.76,2,5,New Product
XB9B0G08,6,3,4,2,3,3,1,1,1,2,1,2,3,2,2,2021,54,458.19,5,3,Control
EFU44KQR,6,5,6,5,4,6,4,4,4,7,5,6,5,4,5,2016,252,2690.69,3,5,Control
TQPH2WQC,6,7,5,2,1,1,7,7,7,7,7,7,7,7,7,2013,510,4341.82,3,5,Subscription
RY4T1K84,5,4,4,1,2,1,1,1,1,1,1,1,2,2,2,2021,52,522.74,5,3,Control
KF9QDTCT,6,7,5,1,1,1,5,6,7,6,7,7,6,6,7,2015,144,1483.28,3,5,New Product
ESP0TKCE,2,4,3,3,2,3,2,3,2,4,4,3,4,4,4,2023,30,374.44,3,3,Subscription
2ORGHU9P,5,5,3,3,3,3,3,3,4,7,6,7,7,5,5,2023,18,197.57,2,4,New Product
NZM7GWF1,7,7,5,3,1,1,7,6,7,7,7,7,7,7,7,2014,531,5197.18,3,4,Control
54O3TSYR,6,6,5,1,2,2,3,2,3,1,1,1,3,2,2,2022,25,240.54,6,2,Control
K5C09QVB,6,7,4,1,1,1,7,5,6,5,5,3,7,6,6,2013,490,5034.3,4,5,Ad
16Z8ZTTK,3,4,3,4,3,3,5,4,5,4,3,2,5,4,5,2022,40,392.61,4,4,Subscription
N7TURKH6,7,7,6,3,2,1,6,6,6,6,6,6,5,5,6,2014,351,3736.78,3,5,Subscription
4IJV5H63,7,7,7,4,2,2,7,7,7,7,7,7,6,6,7,2014,450,5155.56,3,5,Control
AQ6SOS9F,4,4,4,3,2,3,5,5,4,6,6,6,7,7,6,2020,111,1156.56,2,6,New Product
J8HCZ3FX,5,5,7,4,3,4,3,2,2,1,1,2,1,1,1,2021,48,380.17,6,4,Ad
3AA6XXNB,4,5,4,3,2,1,2,1,1,4,3,3,2,2,3,2022,20,181.04,4,3,Control
79K1T1SQ,7,7,6,3,1,1,6,6,6,7,7,7,6,6,5,2013,260,2572.63,3,4,New Product
XBH4HEDT,7,7,5,4,3,2,5,6,6,7,6,7,7,7,7,2013,450,3955.5,3,5,Subscription
VHAMBIWI,7,6,6,4,4,5,4,1,2,4,4,3,2,2,3,2021,44,420.27,4,4,Ad
V5DI0IP4,5,7,6,1,1,1,6,6,6,6,5,5,4,5,5,2014,405,4069.68,4,6,Ad
RB5HW0XY,7,7,7,4,5,5,2,2,1,1,1,1,1,1,1,2022,24,204.12,7,3,Control
LZU5FYM5,5,4,4,3,3,2,1,1,1,1,1,1,4,3,3,2021,44,369.7,5,4,New Product
P22HK8R6,7,7,7,4,3,3,3,3,2,3,3,4,2,4,3,2022,32,275.55,5,5,Ad
VXIYTL55,5,7,6,1,1,1,7,6,7,6,3,6,7,6,7,2013,500,4973.58,4,5,New Product
BOMV8XSX,6,6,5,5,5,5,5,6,6,4,5,5,7,7,6,2023,30,349.16,4,6,New Product
HOS0YE4A,3,4,2,3,2,3,4,5,5,6,5,5,7,7,7,2023,12,137.98,2,5,New Product
7PJ6H39T,4,2,3,2,2,3,5,4,3,5,5,2,5,5,5,2016,322,3540.28,3,5,Ad
JUWE60J8,6,5,6,1,1,1,1,1,1,2,3,1,1,1,1,2022,19,162.35,5,3,Control
ZUH1A6CC,3,4,3,5,4,4,4,4,4,3,5,3,6,6,6,2021,80,866.85,4,3,Control
H9DI7ILN,7,6,7,6,5,5,1,2,1,2,1,1,3,2,1,2021,50,460.53,6,3,Ad
SPYER7I9,5,5,6,4,3,4,2,1,1,3,1,1,2,2,2,2021,50,400.66,5,3,Ad
JHCYE8P9,4,3,4,3,4,4,4,3,4,7,7,6,6,7,7,2014,252,2955.12,1,4,Control
LE28WKSW,5,4,6,4,3,4,1,1,1,1,1,1,1,1,1,2021,40,371.66,6,3,Ad
R5JORDOD,5,4,5,4,3,3,2,2,1,2,1,1,1,1,1,2022,19,160.65,5,4,Subscription
GGCJKKLC,6,6,7,4,3,4,2,3,2,1,1,1,1,1,1,2021,64,578.75,6,4,Subscription
B27XS8R6,4,4,3,4,5,5,5,4,5,3,4,4,7,6,6,2019,112,1250.38,4,3,Ad
JWLZQ2ZR,7,7,7,4,2,3,6,7,7,7,7,7,6,6,6,2013,600,5217.08,3,7,Subscription
RUYCYFYY,5,7,4,1,1,1,5,6,6,5,5,4,6,7,6,2014,351,3474.44,4,4,Control
MUVSGMFU,7,7,7,2,3,3,7,6,7,6,7,7,6,7,7,2014,405,4766.2,3,4,Subscription
DOF77A1S,3,4,5,3,2,4,4,4,4,4,5,4,4,5,5,2023,33,356.47,3,4,Control
K93KGRPT,5,5,6,4,3,3,2,2,2,1,1,1,4,5,4,2021,46,411.32,6,4,Control
KACAP3KX,7,5,6,3,4,3,3,2,1,2,1,1,1,2,2,2021,68,547.25,6,3,Ad
0T56XT75,4,3,3,3,3,5,5,5,5,4,4,4,6,6,6,2010,455,5015.08,3,4,Ad
DHAG23HD,5,3,4,3,4,3,4,4,4,3,5,3,4,5,4,2022,28,298.41,4,5,Subscription
FYL9VDN5,5,4,5,3,4,5,4,3,3,5,3,3,4,3,3,2022,38,390.7,4,4,Subscription
752QNRJT,2,2,4,1,1,1,3,2,2,5,4,4,6,5,4,2023,2,21.98,3,3,Subscription
M0NOP7X7,3,3,4,4,3,4,3,4,4,3,4,4,7,6,6,2023,11,126.17,4,5,Subscription
AFDC9SBD,6,6,7,5,5,4,2,2,2,1,1,2,2,2,2,2022,28,253.87,6,5,Control
8GXNYZJ4,6,7,5,3,1,1,5,6,6,7,6,7,6,7,7,2015,288,3060.79,3,3,New Product
4P1CU9NF,6,5,6,5,4,4,3,2,2,3,2,2,3,2,3,2021,74,705.74,5,3,Control
3ND1QXUS,7,6,7,5,5,5,2,3,3,1,1,1,1,1,1,2022,30,271.71,7,4,Ad
43CM2549,1,1,3,1,3,2,3,2,4,3,2,1,4,3,3,2021,60,681.27,4,2,New Product
DJMWS3KK,4,6,4,1,1,1,5,4,5,6,5,4,6,6,6,2017,228,2167.76,3,5,New Product
PORDXRJC,6,6,6,3,3,4,3,2,3,3,3,3,4,3,4,2022,16,147.12,5,4,Ad
I2CS0I8B,2,4,4,2,3,4,2,2,3,3,3,3,5,4,4,2017,192,2213.66,4,5,New Product
RZ8U3T7V,4,3,4,4,2,3,1,2,2,1,1,2,2,2,3,2021,54,478.15,5,4,Subscription
REW8FZI8,5,6,5,5,5,5,5,4,4,2,2,2,6,6,7,2020,111,1159.55,6,5,New Product
QK37J99Y,5,4,5,5,5,5,4,5,6,7,6,7,7,7,7,2022,36,423.63,2,4,Ad
KF9L71K8,6,6,6,3,4,3,1,3,1,1,1,1,4,4,4,2021,68,621.07,6,3,New Product
N7NJDPE9,4,3,4,5,4,4,4,4,4,6,5,5,7,6,6,2019,132,1393.14,2,4,Control
OY657T16,7,7,7,1,1,1,7,7,7,6,5,5,7,7,7,2013,370,3625.94,4,5,New Product
C8QLB2RK,6,7,5,1,1,1,5,6,6,6,6,6,5,6,7,2014,441,4364.31,3,5,New Product
9EXGXJRG,5,7,6,3,1,2,7,6,7,6,6,6,7,7,7,2014,558,5439.89,3,6,Control
KSBAU65I,6,7,6,1,1,2,7,6,7,7,7,6,7,7,6,2014,324,3736.34,3,5,Subscription
GDSX4FZC,7,6,7,3,3,2,4,2,2,2,2,2,3,2,3,2021,52,516.1,6,3,Ad
PE9NGTMD,4,4,3,6,5,6,3,5,4,5,5,5,7,7,5,2018,200,2462.85,3,4,Control
PD96HG9R,5,4,4,2,2,1,1,2,2,1,1,2,1,1,1,2021,52,446.32,5,4,Control
Q1FYJE5N,3,5,4,3,5,5,5,5,5,6,5,4,7,7,7,2022,32,307.6,3,5,Control
G0NQ6WOG,3,3,4,4,4,4,4,4,4,4,5,3,7,5,5,2022,33,391.13,3,5,Control
BNWCRYST,7,7,7,4,4,5,5,3,3,3,3,3,1,1,1,2021,62,536.47,5,4,New Product
TOGDB4R5,6,7,5,2,1,1,6,6,6,6,6,6,7,7,7,2017,318,3296.85,3,5,Subscription
6RIZQNN3,3,3,4,4,4,6,4,4,3,5,5,5,7,7,7,2022,41,397.77,3,5,Ad
188BZV8B,2,4,3,3,4,3,1,4,4,4,4,4,7,6,6,2019,120,1287.8,3,5,Ad
USGQ5451,5,4,5,2,2,2,3,2,1,3,2,3,2,2,2,2022,26,267.72,4,3,Subscription
SMRC4DXH,6,6,6,4,3,2,1,1,1,1,1,1,4,4,5,2021,46,395.57,6,5,New Product
83780WH2,7,7,6,5,6,6,3,3,2,2,1,2,2,1,2,2022,23,197.98,6,4,Ad
PZOO1638,5,5,5,3,4,3,1,1,1,1,1,1,2,1,1,2021,34,261.11,6,4,Ad
QM6RCZN0,5,4,7,3,3,3,2,2,1,1,1,1,3,3,3,2022,24,209.16,6,3,New Product
BDRYBWKA,7,6,7,5,4,5,3,4,4,3,3,4,4,5,4,2021,38,347.79,5,3,Ad
O8R7WPME,5,6,4,1,1,1,1,1,1,1,2,1,2,2,2,2021,42,362.39,5,4,New Product
3DKG2B2H,7,7,7,2,1,2,6,7,7,7,6,7,7,7,7,2019,160,1572.35,3,6,Subscription
7TFPOJO8,4,7,5,3,1,1,6,6,6,5,5,6,7,6,6,2016,350,3942.52,3,5,Ad
4OK036UP,7,7,7,5,5,4,1,3,1,2,1,2,2,3,3,2022,25,225.62,6,4,New Product
F59VG2IA,5,6,4,1,1,1,6,6,6,4,3,4,5,6,4,2014,477,5106.58,4,4,New Product
2C3MYB4M,7,7,7,4,3,2,7,6,7,6,5,6,7,7,7,2013,410,4309.1,4,5,Subscription
P232426P,7,7,7,3,2,2,7,7,7,7,7,7,6,7,7,2014,225,2369.15,3,6,Ad
VADNV6F0,6,7,5,1,1,1,5,5,6,6,6,5,7,7,6,2015,352,3267.06,3,4,Subscription
WPW3DYL9,4,6,7,5,3,5,5,5,4,5,5,5,7,7,6,2014,297,3672.57,4,4,Subscription
JP1A7G2L,6,5,6,3,4,1,2,1,1,1,1,1,2,1,1,2022,32,254.44,6,5,Ad
XYVEQLJ5,6,5,6,5,5,5,3,4,4,2,3,2,3,3,4,2022,24,207.55,6,4,New Product
DKLW9MMN,7,7,7,3,2,3,2,3,2,2,2,3,1,2,3,2022,28,246.89,6,3,New Product
DYMRPINN,4,4,3,4,4,4,3,4,3,4,5,4,7,6,7,2021,86,967.55,3,4,Ad
6RXEXHIO,7,7,7,4,5,6,2,2,1,4,2,4,1,1,2,2021,50,424.28,5,5,Control
NJA2MMG2,6,7,7,2,1,1,7,7,7,2,4,3,6,6,6,2015,400,4092.92,6,4,Subscription
LU1S9DWK,5,7,4,2,2,1,6,5,6,6,5,4,6,4,4,2014,567,5883.23,3,5,New Product
0RRZPNPV,6,6,7,3,3,3,2,3,3,1,1,1,1,1,1,2022,27,256.52,7,4,Ad
CZR0KSDI,7,6,7,5,5,4,2,2,2,1,1,1,2,2,3,2022,37,322.04,7,3,Ad
5IAXYTO0,7,7,7,3,1,2,7,7,7,6,5,6,7,7,7,2016,343,3315.81,4,5,Ad
6AEPFA58,2,3,4,1,1,2,2,2,3,4,5,5,7,7,7,2018,210,2234.27,2,4,Ad
33S2PAQF,6,5,6,3,3,2,3,2,2,1,1,2,3,3,3,2022,25,234.51,6,3,New Product
4ZKIJ4JW,7,7,7,5,4,4,2,3,3,1,1,1,5,4,5,2021,44,405.73,7,5,Subscription
2HCXXN1X,6,7,6,1,1,1,6,4,5,7,7,7,7,7,7,2014,414,4038.86,2,4,New Product
M5C86YWC,5,7,4,1,1,1,5,4,5,6,5,4,6,6,5,2018,245,2881.35,3,4,Subscription
F8JCBJOK,5,6,5,4,3,3,3,2,2,1,1,1,1,1,1,2022,24,228.09,6,3,Ad
L1R5CJVL,4,5,4,4,3,4,4,6,4,4,5,5,5,7,6,2022,20,218.54,3,5,Control
IS6N7VYV,6,7,3,2,1,1,4,4,4,2,3,3,4,5,6,2015,280,2981,5,5,Control
94ZRDW3G,7,7,6,2,1,1,4,6,5,6,6,6,6,7,7,2014,387,4428.97,3,5,Ad
LJ90YCMU,7,7,7,7,5,5,2,2,1,1,1,1,2,3,2,2021,52,414.99,7,5,Subscription
Y10OR8AL,7,5,6,3,3,2,2,2,3,4,4,4,4,4,4,2022,29,273.77,4,4,New Product
WRQ85YEA,7,6,7,3,3,2,1,2,2,2,2,3,3,1,2,2022,25,210.7,6,3,Ad
T4CQJ94D,5,4,4,4,3,3,2,2,1,1,1,1,1,1,1,2022,23,201.81,5,4,Control
67EOTND1,6,5,6,3,3,5,4,5,4,4,4,3,5,6,5,2018,140,1347.41,5,4,New Product
E7WEYEP1,6,7,6,4,3,2,7,7,7,7,6,5,7,7,7,2013,580,5557.68,3,6,New Product
0TZOIA64,6,4,5,5,5,5,2,2,1,1,1,1,2,1,3,2022,24,219.27,6,4,Subscription
PX2XMOBG,4,4,4,5,3,4,3,3,3,4,4,4,4,5,5,2023,8,87.22,3,3,Control
53MI69TN,7,6,7,5,2,3,2,2,1,1,2,2,2,3,3,2022,22,201.44,6,2,Ad
ZDEEC4KN,6,4,4,5,5,5,3,4,5,5,6,6,6,7,7,2022,44,421.57,3,5,Subscription
MRI1AZIS,6,7,6,2,2,1,6,6,6,6,5,7,6,6,7,2014,378,3234.47,3,6,Ad
5L0WX1DZ,6,5,5,7,6,6,2,2,1,3,1,3,3,3,3,2021,44,380.22,5,3,Control
QL547AOR,6,5,5,3,2,2,2,3,2,1,1,1,2,3,3,2021,54,473.67,6,3,New Product
ZLXTUM2V,4,5,5,5,5,6,5,6,6,5,4,4,7,7,7,2016,196,2043.76,4,5,Ad
OZLKAEU2,5,5,5,3,3,4,3,3,4,1,1,1,1,1,1,2021,68,572.14,6,4,New Product
CBL1ZURD,7,7,6,1,2,1,7,6,7,7,7,7,7,7,7,2013,320,3110.79,3,6,New Product
G8WYCZ98,4,3,4,3,2,2,1,2,1,1,1,1,2,2,2,2022,27,218.87,5,3,Control
TXUZPUMC,6,5,6,3,4,3,2,3,2,1,1,1,3,3,3,2021,52,493.58,6,3,Subscription
4WN6YKJK,4,4,5,5,4,4,3,3,4,4,4,4,7,6,5,2022,26,308.4,4,5,New Product
VEYSTDPI,5,7,5,1,1,1,7,6,7,5,7,5,6,7,7,2014,324,3661.18,3,3,Subscription
1VFT3XKC,4,5,4,4,3,4,4,5,4,4,3,3,7,6,6,2022,38,383.19,4,4,Control
AAG2ANLP,6,6,7,4,4,4,1,2,2,2,3,4,5,3,3,2021,58,526.86,5,4,New Product
11AAOVLD,7,7,7,2,1,1,5,6,5,5,5,5,5,6,6,2013,270,2745.47,4,6,New Product
UY9D591O,6,6,6,3,4,2,2,2,2,3,3,4,3,3,5,2022,30,253.7,5,4,Subscription
JT3HPGGN,5,6,5,6,6,6,4,5,5,3,4,4,6,6,5,2021,66,778.91,5,5,Control
70W41F7M,7,7,7,4,5,5,3,4,4,1,2,2,3,3,3,2022,25,245.43,7,5,Control
GDDNXPVF,4,4,3,2,1,1,1,1,1,1,1,1,3,3,2,2022,25,229.32,5,3,New Product
VRM7H9DJ,2,3,2,2,1,1,3,3,4,5,5,4,6,7,6,2020,120,1170.38,2,4,Control
YEY0N6K5,6,7,7,3,1,1,6,6,6,6,5,5,6,5,5,2016,287,2728.95,4,4,Subscription
SOTAKRGQ,7,7,6,5,3,2,7,7,7,3,6,5,7,7,7,2018,285,3105.28,5,6,Subscription
R0IJVIZ5,6,5,5,4,4,3,2,3,3,5,7,6,6,5,5,2020,108,1244.89,2,4,Ad
ZM7B3IGB,6,7,7,4,3,3,3,3,2,2,4,3,3,4,4,2022,24,191.09,5,4,Ad
KI54OM1E,4,5,5,3,3,4,6,6,5,7,6,5,7,6,6,2017,228,2619.08,3,4,Subscription
MMXRLXZ0,4,3,3,2,1,1,2,2,1,3,2,1,2,1,2,2021,58,457.61,4,2,New Product
90YPIAH1,7,7,6,1,1,1,5,6,6,5,6,6,7,7,7,2021,80,833.73,4,5,New Product
DSTDR8K6,7,7,6,3,3,1,7,6,6,5,5,5,6,7,6,2014,468,4735.78,4,5,Subscription
ZEY6AM01,6,6,6,5,3,3,3,2,2,3,2,2,5,4,5,2022,22,170.32,6,4,Ad
WGBL3DHI,7,7,7,4,5,5,2,3,2,3,3,3,4,4,2,2021,64,585.51,5,4,Control
ZWVRDNRW,3,3,4,4,4,4,4,4,4,5,3,5,6,6,6,2019,148,1522.71,3,4,Control
O7YW8AUX,7,7,7,6,5,5,2,2,2,1,1,1,2,2,2,2021,32,273.27,7,4,New Product
559NH449,3,4,4,3,2,3,3,3,3,3,3,2,6,6,6,2015,288,3172.29,4,5,Subscription
J4DGQWJK,7,5,7,3,3,3,1,1,1,1,1,2,3,2,2,2022,35,308.17,6,3,Ad
OZU4YRD9,4,4,4,4,4,4,4,4,4,6,6,4,7,7,7,2013,380,4248.01,2,4,Ad
YTBIC4RA,4,4,3,3,3,4,4,5,4,5,5,4,6,6,6,2021,74,810.6,3,4,Control
RM7MHUOM,3,4,4,4,4,4,3,3,3,5,5,3,7,7,6,2022,39,392.47,3,5,New Product
1X1NYVVF,7,5,6,4,4,3,3,3,3,1,1,1,1,2,1,2022,17,166.26,6,4,Ad
CQDHVTT3,6,5,7,5,4,5,3,4,4,4,1,3,7,7,6,2022,22,202.36,6,6,Subscription
11DL4V16,7,6,7,2,2,1,1,2,2,3,3,4,2,3,3,2021,60,558.48,5,3,Control
H31RER6O,5,5,6,4,3,2,2,2,2,2,1,1,2,2,2,2021,40,379.42,6,5,Subscription
R155W7OK,5,5,4,1,2,2,1,2,2,1,1,1,2,2,3,2021,56,492.64,6,4,Subscription
9Q6XIR9W,6,5,5,3,3,3,2,2,2,1,1,1,1,1,2,2021,42,399.49,6,4,Ad
RYZEBSC8,5,5,5,4,4,3,3,5,5,6,6,5,7,7,6,2022,26,232.03,3,5,Ad
PJ0ETZ21,6,5,7,4,3,4,3,4,4,3,3,4,3,2,3,2021,62,544.14,5,5,Ad
O78VDCEM,4,6,5,1,1,1,6,5,5,6,6,5,6,5,6,2014,360,3601.11,3,4,Control
T7KMHFUY,5,5,4,3,4,4,1,1,1,1,1,1,2,1,1,2021,46,415.72,5,3,Control
5QJR4ZJI,7,7,7,6,5,7,3,3,3,1,1,2,4,4,4,2022,29,278.59,7,5,New Product
FEAYH3FK,4,5,4,5,5,5,4,5,4,3,3,2,6,7,6,2021,78,724.7,5,5,Subscription
A6NWCYHP,6,6,7,3,3,3,2,2,2,1,1,1,1,1,1,2022,24,245.13,6,4,Subscription
S4DJ602C,6,6,5,2,3,3,2,2,3,1,1,2,4,4,4,2022,30,281.13,6,3,New Product
FHXYDTZD,7,6,7,5,4,5,3,3,2,3,2,1,4,4,3,2022,27,249.98,6,4,Control
T76F7LH1,6,6,5,4,3,3,1,2,1,1,1,1,2,2,3,2022,19,179.81,6,4,Ad
7X9CWCZ7,6,7,5,1,1,1,5,5,5,6,4,4,6,6,6,2017,264,2778.75,4,5,Ad
MZJ2VIQF,5,7,5,1,1,1,6,6,6,3,3,4,7,7,7,2016,287,2991.77,5,4,New Product
ZQKY6S9S,6,6,5,5,5,6,4,5,5,5,6,5,7,7,6,2016,203,2334.38,3,5,Subscription
SE3ZSOO5,7,7,7,5,4,7,4,4,5,7,7,7,7,7,7,2023,6,70.89,3,4,Control
CN9CXQ0C,4,4,6,3,2,1,1,2,1,4,3,3,2,2,2,2021,74,582.45,4,3,Control
